Id,MSSubClass,MSZoning_RL,MSZoning_RM,MSZoning_C (all),MSZoning_FV,MSZoning_RH,LotArea,LotShape,LotConfig_FR2,LotConfig_Inside,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR3,Neighborhood_Veenker,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_Somerst,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_BrkSide,Neighborhood_NridgHt,Neighborhood_NAmes,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Sawyer,Neighborhood_Timber,Neighborhood_Mitchel,Neighborhood_StoneBr,Neighborhood_ClearCr,Neighborhood_Gilbert,Neighborhood_SawyerW,Neighborhood_NPkVill,Neighborhood_Edwards,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_SWISU,Neighborhood_Blueste,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_2.5Fin,HouseStyle_SFoyer,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofStyle_Flat,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_MetalSd,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_HdBoard,Exterior1st_BrkFace,Exterior1st_WdShing,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_AsbShng,Exterior1st_Stone,Exterior1st_ImStucc,Exterior1st_BrkComm,Exterior2nd_MetalSd,Exterior2nd_VinylSd,Exterior2nd_Wd Shng,Exterior2nd_HdBoard,Exterior2nd_Wd Sdng,Exterior2nd_CmentBd,Exterior2nd_Plywood,Exterior2nd_BrkFace,Exterior2nd_AsbShng,Exterior2nd_Stucco,Exterior2nd_Brk Cmn,Exterior2nd_AsphShn,Exterior2nd_Other,Exterior2nd_ImStucc,Exterior2nd_Stone,MasVnrType_None,MasVnrType_BrkFace,MasVnrType_Stone,MasVnrType_BrkCmn,MasVnrArea,ExterQual,Foundation_CBlock,Foundation_PConc,Foundation_BrkTil,Foundation_Stone,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_Basment,GarageType_CarPort,GarageType_2Types,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice
717,70,0,1,0,0,0,10800,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,8,1890,1998,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,718,718,4,1576,978,2554,0,1,1,3,2,8,0,-2,0,1,0,0,0,0,1996,0,2,704,0,48,7,2007,159500
718,20,1,0,0,0,0,10000,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1973,2000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,3,1084,92,1176,3,1178,0,1178,0,1,1,3,3,5,1,0,1,0,0,0,0,0,1973,0,2,439,224,0,11,2008,157000
719,60,1,0,0,0,0,10542,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1993,1994,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,651,1,0,1,0,0,3,3,5,1173,138,1311,4,1325,1093,2418,1,2,1,3,3,9,1,1,1,0,0,0,0,0,1993,1,3,983,250,154,8,2008,341000
720,20,1,0,0,0,0,9920,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1969,1969,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,4,523,448,971,2,971,0,971,0,1,1,3,2,5,1,-1,1,0,0,0,0,0,1969,0,1,300,0,0,5,2006,128500
721,120,1,0,0,0,0,6563,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,1985,1985,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,3,5,1148,594,1742,2,1742,0,1742,1,2,0,2,3,5,1,1,1,0,0,0,0,0,1985,1,2,564,114,28,12,2006,275000
722,120,0,1,0,0,0,4426,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,2004,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,169,1,0,1,0,0,3,2,5,662,186,848,4,848,0,848,1,1,0,1,3,3,0,-2,1,0,0,0,0,0,2004,1,2,420,160,0,5,2010,143000
723,20,1,0,0,0,0,8120,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,1970,1970,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,4,191,673,864,4,864,0,864,0,1,0,3,2,5,0,-2,0,1,0,0,0,0,1994,0,2,463,0,0,7,2009,124500
724,50,1,0,0,0,0,8172,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,6,1954,1972,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,941,941,4,997,473,1470,0,2,0,4,2,7,0,-2,0,1,0,0,0,0,1958,0,1,548,0,0,5,2008,135000
725,20,1,0,0,0,0,13286,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,5,2007,2008,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,340,2,0,1,0,0,4,0,5,1234,464,1698,4,1698,0,1698,1,2,0,3,4,8,1,2,1,0,0,0,0,0,2007,2,3,768,327,64,2,2009,320000
726,20,1,0,0,0,0,6960,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,1970,1970,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,4,375,250,864,2,864,0,864,0,1,0,3,3,5,0,-2,0,1,0,0,0,0,1989,0,2,660,96,0,11,2009,120500
727,20,1,0,0,0,0,21695,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,9,1988,2007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,260,1,1,0,0,0,3,0,5,808,72,880,4,1680,0,1680,1,2,0,3,3,5,1,2,1,0,0,0,0,0,1988,2,2,540,292,44,12,2009,222000
728,20,1,0,0,0,0,7314,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2007,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,1,0,1,0,0,3,2,5,724,508,1232,4,1232,0,1232,1,2,0,2,3,6,0,-2,1,0,0,0,0,0,2007,1,2,632,132,0,2,2009,194500
729,90,1,0,0,0,0,11475,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1958,1958,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95,0,1,0,0,0,2,0,0,0,1584,1584,2,1776,0,1776,1,2,0,4,2,9,0,-2,0,1,0,0,0,0,1968,0,3,888,0,25,7,2009,110000
730,30,0,1,0,0,0,6240,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,1925,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3,152,628,780,2,848,0,1208,0,1,0,2,2,5,0,-2,0,1,0,0,0,0,1962,0,2,539,0,23,1,2009,103000
731,120,1,0,0,0,0,5389,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,1995,1996,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,5,1180,415,1595,4,1616,0,1616,1,2,0,2,3,5,1,1,1,0,0,0,0,0,1995,1,2,608,237,152,3,2010,236500
732,80,1,0,0,0,0,9590,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,2003,2003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,442,1,0,1,0,0,4,2,5,786,82,868,4,1146,0,1146,1,2,0,3,3,6,1,2,1,0,0,0,0,0,2003,2,2,438,160,22,5,2007,187500
733,60,1,0,0,0,0,11404,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1998,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,202,1,0,1,0,0,3,2,4,252,901,1153,4,1153,878,2031,0,2,1,3,3,8,1,1,1,0,0,0,0,0,1998,2,2,541,192,84,7,2008,222500
734,20,1,0,0,0,0,10000,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1961,1983,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3,594,270,864,4,1144,0,1144,1,1,0,3,2,6,1,1,1,0,0,0,0,0,1961,1,1,264,165,0,3,2009,131400
735,20,1,0,0,0,0,8978,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1968,1968,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,948,948,2,948,0,948,0,1,0,3,2,6,0,-2,1,0,0,0,0,0,1968,0,1,300,147,0,5,2007,108000
736,75,0,1,0,0,0,10800,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,7,1914,1970,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,2,390,490,880,1,880,888,1768,0,1,1,2,2,6,2,1,0,1,0,0,0,0,1914,0,2,320,0,341,10,2006,163000
737,90,1,0,0,0,0,8544,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,1950,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,3,1040,0,1040,0,2,0,2,2,6,0,-2,0,1,0,0,0,0,1949,0,2,400,0,0,7,2006,93500
738,60,1,0,0,0,0,10463,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,2005,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,893,893,4,901,900,1801,0,2,1,3,3,8,1,2,1,0,0,0,0,0,2005,2,3,800,0,116,6,2006,239900
739,90,1,0,0,0,0,10800,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1987,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,5,1200,0,1200,2,1200,0,1200,3,3,0,3,2,5,0,-2,0,0,0,0,0,0,0,-1,0,0,120,0,3,2009,179000
740,60,1,0,0,0,0,9313,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,2004,2004,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,864,864,4,864,864,1728,0,2,1,3,3,7,0,-2,1,0,0,0,0,0,2004,1,2,572,187,56,4,2009,190000
741,70,0,1,0,0,0,9600,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,7,1910,2002,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,264,264,4,768,664,1432,0,2,0,2,2,7,0,-2,0,1,0,0,0,0,1910,0,2,360,270,0,5,2007,132000
742,20,1,0,0,0,0,6768,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,8,1961,1996,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,5,832,80,912,3,912,0,912,1,1,0,3,3,5,0,-2,0,1,0,0,0,0,1962,0,1,288,168,0,5,2008,142000
743,20,1,0,0,0,0,8450,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2000,2001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108,0,0,1,0,0,3,0,0,0,1349,1349,4,1349,0,1349,0,2,0,3,2,6,0,-2,1,0,0,0,0,0,2000,0,2,539,120,55,12,2007,179000
744,80,1,0,0,0,0,12886,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,1963,1999,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,4,444,76,520,4,1464,0,1464,0,2,0,3,2,6,1,1,1,0,0,0,0,0,1997,1,2,480,302,0,10,2009,175000
745,120,1,0,0,0,0,5395,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,1993,1993,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,5,733,604,1337,3,1337,0,1337,1,2,0,2,3,5,1,1,1,0,0,0,0,0,1993,1,2,462,96,0,10,2008,180000
746,60,1,0,0,0,0,8963,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,9,1976,1996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,289,2,1,0,0,0,2,0,5,575,487,1142,4,1175,1540,2715,0,3,1,4,3,11,2,1,0,0,1,0,0,0,1994,2,2,831,0,204,7,2008,299800
747,60,1,0,0,0,0,8795,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,2000,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,5,300,652,952,4,980,1276,2256,0,2,1,4,3,8,1,1,0,0,1,0,0,0,2000,2,2,554,224,54,4,2009,236000
748,70,0,1,0,0,0,11700,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7,1880,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,1240,1240,2,1320,1320,2640,0,1,1,4,3,8,1,2,0,1,0,0,0,0,1950,0,4,864,181,0,5,2009,265979
749,20,1,0,0,0,0,10593,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,1996,1996,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,338,1,0,1,0,0,3,0,5,919,801,1720,4,1720,0,1720,1,2,0,3,3,7,1,1,1,0,0,0,0,0,1996,2,2,527,240,56,3,2010,260400
750,50,1,0,0,0,0,8405,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1945,1950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,0,2,1088,441,1529,0,2,0,4,2,9,0,-2,0,1,0,0,0,0,1945,0,1,240,92,0,4,2009,98000
751,50,0,1,0,0,0,8800,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,1910,2004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,576,576,3,792,348,1140,0,1,0,3,2,7,0,-2,0,0,0,0,0,0,0,-1,0,0,0,160,6,2010,96500
752,60,1,0,0,0,0,7750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,2003,2003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,660,660,4,660,660,1320,0,2,1,3,3,6,0,-2,1,0,0,0,0,0,2003,2,2,400,0,48,8,2007,162000
753,20,1,0,0,0,0,9236,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1997,1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,5,1200,279,1479,4,1494,0,1494,1,2,0,3,3,6,0,-2,1,0,0,0,0,0,1997,1,2,576,168,27,7,2006,217000
754,60,1,0,0,0,0,10240,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,2005,2005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178,1,0,1,0,0,3,1,0,0,1030,1030,3,1038,1060,2098,0,2,1,3,4,8,1,2,1,0,0,0,0,0,2005,1,3,878,192,52,3,2006,275500
755,20,1,0,0,0,0,7930,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,8,1969,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,5,439,115,1026,3,1026,0,1026,1,1,0,3,3,5,0,-2,0,1,0,0,0,0,1969,1,2,440,171,48,7,2009,156000
756,160,0,0,0,1,0,3230,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,1999,1999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,894,0,0,1,0,0,3,0,5,381,348,729,3,742,729,1471,0,2,1,3,2,6,0,-2,0,1,0,0,0,0,1999,0,2,440,0,24,3,2009,172500
757,60,1,0,0,0,0,10769,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,2007,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,5,20,846,866,4,866,902,1768,0,2,1,3,3,7,0,-2,1,0,0,0,0,0,2007,1,2,578,144,105,4,2009,212000
758,60,1,0,0,0,0,11616,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,1978,1978,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,328,0,1,0,0,0,2,1,2,438,234,672,2,672,714,1386,0,2,1,3,2,6,1,1,1,0,0,0,0,0,1978,2,2,440,335,0,4,2010,158900
759,160,0,0,0,1,0,2280,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1999,1999,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,360,0,0,1,0,0,3,0,4,549,195,744,3,757,744,1501,0,2,1,3,2,6,0,-2,0,1,0,0,0,0,1999,0,2,440,0,0,8,2008,179400
760,60,1,0,0,0,0,12257,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,1995,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,513,1,0,1,0,0,3,2,1,56,1198,1318,4,1328,1203,2531,0,2,1,4,3,9,1,1,1,0,0,0,0,0,1995,1,3,752,222,98,11,2007,290000
761,20,1,0,0,0,0,9100,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,1959,1959,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,612,252,864,4,864,0,864,0,1,0,2,2,5,0,-2,0,1,0,0,0,0,2008,0,1,300,0,0,10,2009,127500
762,30,0,1,0,0,0,6911,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1924,1950,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,405,740,1145,2,1301,0,1301,0,1,0,2,1,5,0,-2,0,1,0,0,0,0,1965,0,2,440,0,0,10,2009,100000
763,60,0,0,0,1,0,8640,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,2009,2009,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,5,24,732,756,4,764,783,1547,0,2,1,3,3,7,0,-2,1,0,0,0,0,0,2009,0,2,614,169,45,6,2010,215200
